,State,Date,population,confirmed,deaths,recovered,people_hospitalized,hospitalization_rate,incident_rate,mortality_rate,testing_rate,TestsReported
264,Alaska,2020-08-13,731545.0,3963,27,1360.0,0.0,0.0,541.73,0.68,40196.16,7445
263,Alaska,2020-08-14,731545.0,4073,27,1371.0,0.0,0.0,556.77,0.66,40452.6,6709
270,Alaska,2020-08-15,731545.0,4156,28,1384.0,0.0,0.0,568.11,0.67,40554.85,5127
269,Alaska,2020-08-16,731545.0,4259,28,1418.0,0.0,0.0,582.19,0.66,41216.19,3790
268,Alaska,2020-08-17,731545.0,4309,28,1432.0,0.0,0.0,589.03,0.65,41781.16,4520
267,Alaska,2020-08-18,731545.0,4371,29,1468.0,0.0,0.0,597.5,0.66,42377.3,6361
274,Alaska,2020-08-19,731545.0,4438,29,1501.0,0.0,0.0,606.66,0.65,42492.12,7017
273,Alaska,2020-08-20,731545.0,4520,29,1513.0,0.0,0.0,617.87,0.64,42737.9,5911
272,Alaska,2020-08-21,731545.0,4588,30,1601.0,0.0,0.0,627.17,0.65,43952.87,6718
271,Alaska,2020-08-22,731545.0,4677,31,1686.0,0.0,0.0,639.33,0.66,44602.45,5190
278,Alaska,2020-08-23,731545.0,4741,32,1745.0,0.0,0.0,648.08,0.67,44760.06,3720
277,Alaska,2020-08-24,731545.0,4810,32,1861.0,0.0,0.0,657.51,0.67,45178.77,4805
276,Alaska,2020-08-25,731545.0,4843,36,1967.0,0.0,0.0,662.02,0.74,45633.69,7318
275,Alaska,2020-08-26,731545.0,4895,37,2088.0,0.0,0.0,669.13,0.76,45766.7,7584
282,Alaska,2020-08-27,731545.0,4974,37,2109.0,0.0,0.0,679.93,0.74,45960.26,6218
287,Arizona,2020-04-12,7278717.0,3542,115,0.0,0.0,0.0,48.66,3.25,578.52,1119
286,Arizona,2020-04-13,7278717.0,3705,122,0.0,525.0,14.17,50.9,3.29,595.53,947
285,Arizona,2020-04-14,7278717.0,3809,131,249.0,580.0,15.23,52.33,3.44,605.82,2575
284,Arizona,2020-04-15,7278717.0,3964,142,385.0,590.0,14.88,54.46,3.58,622.5,2118
290,Arizona,2020-04-16,7278717.0,4237,150,460.0,578.0,13.64,58.21,3.54,651.19,2135
289,Arizona,2020-04-17,7278717.0,4511,169,539.0,566.0,12.55,61.98,3.75,676.36,2227
288,Arizona,2020-04-18,7278717.0,4724,180,539.0,566.0,11.98,64.9,3.81,701.29,2009
294,Arizona,2020-04-19,7278717.0,4933,184,994.0,631.0,12.79,67.77,3.73,728.01,1037
293,Arizona,2020-04-20,7278717.0,5068,191,1155.0,637.0,12.57,69.63,3.77,748.76,1070
292,Arizona,2020-04-21,7278717.0,5256,208,1155.0,637.0,12.12,72.21,3.96,757.72,2533
291,Arizona,2020-04-22,7278717.0,5473,231,1265.0,664.0,12.13,75.19,4.22,777.62,2551
298,Arizona,2020-04-23,7278717.0,5772,249,1282.0,699.0,12.11,79.3,4.31,806.42,2415
297,Arizona,2020-04-24,7278717.0,6045,266,1313.0,984.0,16.28,83.05,4.4,834.13,2533
296,Arizona,2020-04-25,7278717.0,6286,273,1345.0,1022.0,16.26,86.36,4.34,858.78,2491
295,Arizona,2020-04-26,7278717.0,6534,275,1383.0,1037.0,15.87,89.77,4.21,890.42,1374
302,Arizona,2020-04-27,7278717.0,6725,275,1418.0,1051.0,15.63,92.39,4.09,914.21,1287
301,Arizona,2020-04-28,7278717.0,6955,275,1450.0,1095.0,15.74,95.55,3.95,926.51,3345
300,Arizona,2020-04-29,7278717.0,7209,308,1475.0,1131.0,15.69,99.04,4.27,945.4,4040
299,Arizona,2020-04-30,7278717.0,7655,320,1499.0,1169.0,15.27,105.17,4.18,986.25,4031
306,Arizona,2020-05-01,7278717.0,7969,330,1528.0,1203.0,15.1,109.48,4.14,1028.74,3697
305,Arizona,2020-05-02,7278717.0,8364,330,1565.0,1339.0,16.01,114.91,3.95,1071.58,3997
304,Arizona,2020-05-03,7278717.0,8640,362,1597.0,1348.0,15.6,118.7,4.19,1114.47,4694
303,Arizona,2020-05-04,7278717.0,8924,362,1632.0,1357.0,15.21,122.6,4.06,1171.26,3343
310,Arizona,2020-05-05,7278717.0,9305,395,1671.0,1397.0,15.01,127.84,4.25,1212.58,5331
309,Arizona,2020-05-06,7278717.0,9707,426,1693.0,1430.0,14.73,133.36,4.39,1260.35,6352
308,Arizona,2020-05-07,7278717.0,9945,450,1722.0,1449.0,14.57,136.63,4.52,1526.18,5220
307,Arizona,2020-05-08,7278717.0,10526,517,1747.0,1482.0,14.08,144.61,4.91,1647.36,5478
314,Arizona,2020-05-09,7278717.0,10960,532,2684.0,1514.0,13.81,150.58,4.85,1771.47,6171
313,Arizona,2020-05-10,7278717.0,11119,536,2775.0,1528.0,13.74,152.76,4.82,1892.35,7056
312,Arizona,2020-05-11,7278717.0,11383,542,2852.0,1537.0,13.5,156.39,4.76,2064.11,5786
311,Arizona,2020-05-12,7278717.0,11736,562,2909.0,1564.0,13.33,161.24,4.79,1687.69,7629
318,Arizona,2020-05-13,7278717.0,12216,595,2979.0,1590.0,13.02,167.83,4.87,1755.12,7410
317,Arizona,2020-05-14,7278717.0,12674,624,3074.0,1636.0,12.91,174.12,4.92,1845.63,6311
316,Arizona,2020-05-15,7278717.0,13169,651,3145.0,1629.0,12.37,180.92,4.94,1950.91,6552
315,Arizona,2020-05-16,7278717.0,13666,679,3357.0,1683.0,12.32,187.75,4.97,2016.67,4174
322,Arizona,2020-05-17,7278717.0,13945,680,3450.0,1699.0,12.18,191.59,4.88,2085.0,7611
321,Arizona,2020-05-18,7278717.0,14208,687,3570.0,1717.0,12.08,195.2,4.84,2149.73,5865
320,Arizona,2020-05-19,7278717.0,14576,705,3693.0,1746.0,11.98,200.26,4.84,2219.77,6203
319,Arizona,2020-05-20,7278717.0,14906,747,3773.0,1792.0,12.02,204.79,5.01,2272.86,6390
326,Arizona,2020-05-21,7278717.0,15348,764,3872.0,1830.0,11.92,210.86,4.98,2357.93,4774
325,Arizona,2020-05-22,7278717.0,15624,775,3949.0,1879.0,12.03,214.65,4.96,2418.05,4630
324,Arizona,2020-05-23,7278717.0,16053,801,4033.0,1930.0,12.02,220.55,4.99,2478.99,5009
323,Arizona,2020-05-24,7278717.0,16377,801,4132.0,1945.0,11.88,225.0,4.89,2522.99,4363
330,Arizona,2020-05-25,7278717.0,16575,807,4204.0,1961.0,11.83,227.72,4.87,2579.88,5873
329,Arizona,2020-05-26,7278717.0,16864,810,4297.0,1988.0,11.79,231.69,4.8,2620.39,8464
328,Arizona,2020-05-27,7278717.0,17318,834,4361.0,2031.0,11.73,237.93,4.82,2696.44,7371
327,Arizona,2020-05-28,7278717.0,17877,860,4452.0,2848.0,15.93,245.61,4.81,2787.77,8921
334,Arizona,2020-05-29,7278717.0,18472,886,4551.0,2911.0,15.76,253.78,4.8,2882.55,10922
333,Arizona,2020-05-30,7278717.0,19258,904,4657.0,2980.0,15.47,264.58,4.69,2981.94,8970
332,Arizona,2020-05-31,7278717.0,19936,907,4761.0,2998.0,15.04,273.89,4.55,3094.03,8579
331,Arizona,2020-06-01,7278717.0,20129,918,4869.0,3018.0,14.99,276.55,4.56,3133.38,7841
338,Arizona,2020-06-02,7278717.0,21264,943,4967.0,3057.0,14.38,292.14,4.43,3267.51,12530
337,Arizona,2020-06-03,7278717.0,22356,983,5076.0,3129.0,14.0,307.14,4.4,3359.45,10545
336,Arizona,2020-06-04,7278717.0,22886,999,5172.0,3195.0,13.96,314.42,4.37,3431.31,10198
335,Arizona,2020-06-05,7278717.0,24439,1015,5298.0,3265.0,13.36,335.76,4.15,3625.16,9500
341,Arizona,2020-06-06,7278717.0,25451,1043,5399.0,3320.0,13.04,349.66,4.1,3732.06,9461
340,Arizona,2020-06-07,7278717.0,26989,1051,5517.0,3352.0,12.42,370.79,3.89,3869.1,7502
339,Arizona,2020-06-08,7278717.0,27678,1053,5639.0,3377.0,12.2,380.26,3.8,3957.85,5624
345,Arizona,2020-06-09,7278717.0,28296,1076,5764.0,3406.0,12.04,388.75,3.8,4028.36,11191
344,Arizona,2020-06-10,7278717.0,29852,1101,5851.0,3476.0,11.64,410.13,3.69,4117.31,14157
343,Arizona,2020-06-11,7278717.0,31267,1135,5980.0,3531.0,11.29,429.57,3.63,4253.25,10596
342,Arizona,2020-06-12,7278717.0,33039,1156,5980.0,3622.0,10.96,453.91,3.5,4275.97,11148
350,Arizona,2020-06-13,7278717.0,34660,1189,6209.0,3692.0,10.65,476.18,3.43,4511.74,11096
349,Arizona,2020-06-14,7278717.0,35706,1191,6333.0,3726.0,10.44,490.55,3.34,4644.29,11201
348,Arizona,2020-06-15,7278717.0,36844,1203,6462.0,3750.0,10.18,506.19,3.27,4743.38,12350
347,Arizona,2020-06-16,7278717.0,39185,1228,6598.0,3808.0,9.72,538.35,3.13,4868.08,15756
346,Arizona,2020-06-17,7278717.0,40937,1249,6715.0,3861.0,9.43,562.42,3.05,5031.01,17250
353,Arizona,2020-06-18,7278717.0,43445,1283,6863.0,3956.0,9.11,596.88,2.95,5217.02,12910
352,Arizona,2020-06-19,7278717.0,46910,1321,7018.0,4049.0,8.63,644.48,2.82,5388.53,19977
351,Arizona,2020-06-20,7278717.0,50127,1346,7196.0,4140.0,8.26,688.68,2.69,5568.01,16521
357,Arizona,2020-06-21,7278717.0,52591,1349,7387.0,4161.0,7.91,722.53,2.57,5766.73,13727
356,Arizona,2020-06-22,7278717.0,54599,1351,7581.0,4185.0,7.66,750.12,2.47,5904.75,9823
355,Arizona,2020-06-23,7278717.0,58378,1396,7746.0,4255.0,7.29,802.04,2.39,6052.14,13075
354,Arizona,2020-06-24,7278717.0,60190,1467,7936.0,4313.0,7.17,826.93,2.44,6171.25,22262
361,Arizona,2020-06-25,7278717.0,63281,1495,8139.0,4406.0,6.96,869.4,2.36,6377.44,18766
360,Arizona,2020-06-26,7278717.0,66659,1536,8389.0,4514.0,6.77,915.81,2.3,6592.14,16904
359,Arizona,2020-06-27,7278717.0,70124,1580,8659.0,4595.0,6.55,963.41,2.25,6797.17,21818
358,Arizona,2020-06-28,7278717.0,73920,1594,8926.0,4617.0,6.25,1015.56,2.16,7005.3,16573
365,Arizona,2020-06-29,7278717.0,74545,1598,9179.0,4634.0,6.22,1024.15,2.14,7026.28,14281
364,Arizona,2020-06-30,7278717.0,79228,1645,9411.0,4736.0,5.98,1088.49,2.08,7313.87,17145
363,Arizona,2020-07-01,7278717.0,84105,1725,9715.0,4837.0,5.75,1155.49,2.05,7550.73,20108
362,Arizona,2020-07-02,7278717.0,87445,1764,10137.0,4916.0,5.62,1201.38,2.02,7705.19,16495
369,Arizona,2020-07-03,7278717.0,91872,1798,10478.0,5018.0,5.46,1262.2,1.96,7946.19,21179
368,Arizona,2020-07-04,7278717.0,94567,1817,10903.0,5068.0,5.36,1299.23,1.92,8099.06,17908
367,Arizona,2020-07-05,7278717.0,98103,1825,11361.0,5161.0,5.26,1347.81,1.86,8303.14,13540
366,Arizona,2020-07-06,7278717.0,101455,1829,11836.0,5188.0,5.11,1393.86,1.8,8488.32,12589
372,Arizona,2020-07-07,7278717.0,105094,1927,12260.0,5272.0,5.02,1443.85,1.83,8638.84,17553
371,Arizona,2020-07-08,7278717.0,108614,1963,12803.0,5387.0,4.96,1492.21,1.81,8807.46,17425
370,Arizona,2020-07-09,7278717.0,112671,2038,13341.0,5526.0,4.9,1547.95,1.81,8972.2,20404
377,Arizona,2020-07-10,7278717.0,116892,2082,13853.0,5659.0,4.84,1605.94,1.78,9194.08,14689
376,Arizona,2020-07-11,7278717.0,119930,2151,14394.0,5750.0,4.79,1647.68,1.79,9397.12,19186
375,Arizona,2020-07-12,7278717.0,122467,2237,14829.0,5795.0,4.73,1682.54,1.83,9564.49,16966
374,Arizona,2020-07-13,7278717.0,123824,2246,15254.0,5839.0,4.72,1701.18,1.81,9650.41,18623
373,Arizona,2020-07-14,7278717.0,128097,2337,15678.0,5942.0,4.64,1759.88,1.82,9918.55,19077
381,Arizona,2020-07-15,7278717.0,131354,2434,16155.0,6103.0,4.65,1804.63,1.85,10111.15,22329
380,Arizona,2020-07-16,7278717.0,134613,2492,16684.0,6296.0,4.68,1849.41,1.85,10293.93,16107
379,Arizona,2020-07-17,7278717.0,138523,2583,17184.0,6402.0,4.62,1903.12,1.86,10509.65,14538
378,Arizona,2020-07-18,7278717.0,141265,2730,17661.0,6567.0,4.65,1940.8,1.93,10606.14,18516
385,Arizona,2020-07-19,7278717.0,143624,2761,18149.0,6632.0,4.62,1973.2,1.92,10798.32,15132
384,Arizona,2020-07-20,7278717.0,145183,2784,18518.0,6698.0,4.61,1994.62,1.92,10901.96,9900
383,Arizona,2020-07-21,7278717.0,148683,2918,18863.0,6894.0,4.64,2042.71,1.96,11096.27,13617
382,Arizona,2020-07-22,7278717.0,150609,2974,19293.0,7047.0,4.68,2069.17,1.97,11183.03,24346
389,Arizona,2020-07-23,7278717.0,152944,3063,19737.0,7236.0,4.73,2101.25,2.0,11302.99,25499
388,Arizona,2020-07-24,7278717.0,156301,3143,20171.0,7461.0,4.77,2147.37,2.01,11496.77,21571
387,Arizona,2020-07-25,7278717.0,160041,3286,20566.0,7627.0,4.77,2198.75,2.05,11782.42,22684
386,Arizona,2020-07-26,7278717.0,162014,3305,20978.0,7706.0,4.76,2225.86,2.04,11912.85,17331
393,Arizona,2020-07-27,7278717.0,163827,3304,21321.0,7751.0,4.73,2250.77,2.02,12067.14,14773
392,Arizona,2020-07-28,7278717.0,165934,3408,21626.0,9394.0,5.66,2279.71,2.05,12240.22,21073
391,Arizona,2020-07-29,7278717.0,168273,3454,21994.0,10060.0,5.98,2311.85,2.05,12384.45,21245
390,Arizona,2020-07-30,7278717.0,170798,3626,22358.0,11172.0,6.54,2346.54,2.12,12419.14,22649
396,Arizona,2020-07-31,7278717.0,174010,3694,22714.0,11260.0,6.47,2390.67,2.12,12828.4,12641
395,Arizona,2020-08-01,7278717.0,177002,3747,23064.0,11346.0,6.41,2431.77,2.12,13033.2,15798
394,Arizona,2020-08-02,7278717.0,178467,3765,23413.0,11371.0,6.37,2451.9,2.11,13140.06,11860
400,Arizona,2020-08-03,7278717.0,179497,3779,23702.0,11400.0,6.35,2466.05,2.11,13249.84,16083
399,Arizona,2020-08-04,7278717.0,180505,3845,23944.0,13294.0,7.36,2479.9,2.13,13343.62,14249
398,Arizona,2020-08-05,7278717.0,182203,3932,24222.0,13559.0,7.44,2503.23,2.16,13540.05,13100
397,Arizona,2020-08-06,7278717.0,183656,4002,24531.0,14068.0,7.66,2523.19,2.18,13681.86,12620
404,Arizona,2020-08-07,7278717.0,185053,4081,24815.0,19241.0,10.4,2542.38,2.21,13805.25,12574
403,Arizona,2020-08-08,7278717.0,186107,4137,25163.0,19244.0,10.34,2556.87,2.22,13965.66,11725
402,Arizona,2020-08-09,7278717.0,186923,4150,25527.0,19268.0,10.31,2568.08,2.22,14048.67,8203
401,Arizona,2020-08-10,7278717.0,187523,4154,25848.0,19277.0,10.28,2576.32,2.22,14126.54,8645
408,Arizona,2020-08-11,7278717.0,188737,4199,26102.0,19292.0,10.22,2593.0,2.22,14250.79,13656
407,Arizona,2020-08-12,7278717.0,189443,4347,26418.0,19821.0,10.46,2602.7,2.29,14346.32,17100
406,Arizona,2020-08-13,7278717.0,190794,4383,26736.0,20503.0,10.75,2621.26,2.3,14537.97,14658
405,Arizona,2020-08-14,7278717.0,191721,4423,27029.0,20515.0,10.7,2633.99,2.31,14667.08,13950
412,Arizona,2020-08-15,7278717.0,192654,4492,27339.0,20795.0,10.79,2646.81,2.33,14799.19,10705
411,Arizona,2020-08-16,7278717.0,193537,4506,27582.0,20755.0,10.72,2658.94,2.33,15002.29,9411
410,Arizona,2020-08-17,7278717.0,194005,4506,27800.0,20756.0,10.7,2665.37,2.32,15090.41,8390
409,Arizona,2020-08-18,7278717.0,194920,4529,28027.0,20878.0,10.71,2677.94,2.32,15167.47,13956
416,Arizona,2020-08-19,7278717.0,195557,4634,28233.0,21020.0,10.75,2686.7,2.37,15266.96,14825
415,Arizona,2020-08-20,7278717.0,196280,4684,28471.0,21143.0,10.77,2696.63,2.39,15365.94,15631
414,Arizona,2020-08-21,7278717.0,196899,4688,28731.0,21210.0,10.77,2705.13,2.38,15497.07,14487
413,Arizona,2020-08-22,7278717.0,197895,4756,28932.0,21271.0,10.75,2718.82,2.4,15718.9,12974
420,Arizona,2020-08-23,7278717.0,198103,4771,29147.0,21241.0,10.72,2721.67,2.41,15811.43,6781
419,Arizona,2020-08-24,7278717.0,198414,4771,29341.0,21219.0,10.69,2725.95,2.4,15898.71,7784
418,Arizona,2020-08-25,7278717.0,199273,4792,29526.0,21365.0,10.72,2737.75,2.4,15967.15,15231
417,Arizona,2020-08-26,7278717.0,199459,4896,29734.0,21376.0,10.72,2740.3,2.45,16031.81,15181
424,Arizona,2020-08-27,7278717.0,200139,4929,29939.0,21426.0,10.71,2749.65,2.46,16141.97,16752
428,Arkansas,2020-04-12,3017804.0,1280,27,367.0,130.0,10.16,49.44,2.11,761.75,625
427,Arkansas,2020-04-13,3017804.0,1410,29,391.0,130.0,9.22,54.46,2.06,803.55,293
426,Arkansas,2020-04-14,3017804.0,1498,32,427.0,130.0,8.68,57.86,2.14,816.18,780
432,Arkansas,2020-04-15,3017804.0,1569,33,489.0,130.0,8.29,60.6,2.1,843.33,758
431,Arkansas,2020-04-16,3017804.0,1620,37,548.0,85.0,5.25,62.57,2.28,875.81,940
430,Arkansas,2020-04-17,3017804.0,1695,37,593.0,83.0,4.9,65.47,2.18,907.45,895
429,Arkansas,2020-04-18,3017804.0,1744,38,703.0,291.0,16.69,67.36,2.18,932.44,890
436,Arkansas,2020-04-19,3017804.0,1781,39,721.0,291.0,16.34,68.79,2.19,935.06,1195
435,Arkansas,2020-04-20,3017804.0,1973,41,749.0,291.0,14.75,76.21,2.08,1025.6,750
434,Arkansas,2020-04-21,3017804.0,1990,42,809.0,291.0,14.62,76.86,2.11,1059.9,1104
433,Arkansas,2020-04-22,3017804.0,2276,42,863.0,291.0,12.79,87.91,1.85,1147.65,1594
440,Arkansas,2020-04-23,3017804.0,2599,45,902.0,291.0,11.2,100.39,1.73,1220.15,1641
439,Arkansas,2020-04-24,3017804.0,2810,47,929.0,291.0,10.36,108.53,1.67,1374.18,1941
438,Arkansas,2020-04-25,3017804.0,2911,48,964.0,291.0,10.0,112.44,1.65,1469.78,1928
437,Arkansas,2020-04-26,3017804.0,3001,51,985.0,291.0,9.7,115.91,1.7,1524.47,1484
444,Arkansas,2020-04-27,3017804.0,3069,51,987.0,109.0,3.55,118.54,1.66,1562.63,1988
443,Arkansas,2020-04-28,3017804.0,3127,57,1146.0,0.0,0.0,120.78,1.82,1570.9,2882
442,Arkansas,2020-04-29,3017804.0,3193,57,1249.0,389.0,12.18,123.33,1.79,1755.45,3427
441,Arkansas,2020-04-30,3017804.0,3281,61,1305.0,402.0,12.25,126.73,1.86,1868.62,2749
448,Arkansas,2020-05-01,3017804.0,3337,64,1973.0,414.0,12.41,128.89,1.92,1918.71,2485
447,Arkansas,2020-05-02,3017804.0,3372,72,1987.0,414.0,12.28,130.24,2.14,1992.33,2659
446,Arkansas,2020-05-03,3017804.0,3437,76,1999.0,427.0,12.42,132.75,2.21,2042.85,3640
445,Arkansas,2020-05-04,3017804.0,3491,80,2016.0,438.0,12.55,134.84,2.29,2102.8,3246
452,Arkansas,2020-05-05,3017804.0,3525,83,2041.0,453.0,12.85,136.15,2.35,2110.25,2895
451,Arkansas,2020-05-06,3017804.0,3611,87,2109.0,453.0,12.55,139.47,2.41,2278.96,4711
450,Arkansas,2020-05-07,3017804.0,3703,87,2123.0,462.0,12.48,143.03,2.35,2317.28,4295
449,Arkansas,2020-05-08,3017804.0,3747,88,2159.0,466.0,12.44,144.73,2.35,2471.74,2472
456,Arkansas,2020-05-09,3017804.0,3747,88,2968.0,471.0,12.57,144.73,2.35,2530.99,3279
455,Arkansas,2020-05-10,3017804.0,4012,91,2968.0,471.0,11.74,154.96,2.27,2530.99,2192
454,Arkansas,2020-05-11,3017804.0,4043,94,3149.0,480.0,11.87,156.16,2.33,2666.25,3959
453,Arkansas,2020-05-12,3017804.0,4164,95,3220.0,485.0,11.65,160.83,2.28,2720.87,3498
460,Arkansas,2020-05-13,3017804.0,4236,97,3220.0,497.0,11.73,163.61,2.29,2827.9,2935
459,Arkansas,2020-05-14,3017804.0,4366,98,3277.0,509.0,11.66,144.67,2.24,2512.36,3113
458,Arkansas,2020-05-15,3017804.0,4463,98,3390.0,520.0,11.65,147.89,2.2,2701.6,1614
457,Arkansas,2020-05-16,3017804.0,4578,98,3472.0,520.0,11.36,151.7,2.14,2705.41,3101
464,Arkansas,2020-05-17,3017804.0,4759,98,3590.0,520.0,10.93,157.7,2.06,2822.75,2414
463,Arkansas,2020-05-18,3017804.0,4813,100,3645.0,530.0,11.01,159.49,2.08,2824.54,3184
462,Arkansas,2020-05-19,3017804.0,4923,102,3739.0,535.0,10.87,163.13,2.07,3104.94,4363
461,Arkansas,2020-05-20,3017804.0,5003,107,3852.0,535.0,10.69,165.78,2.14,3189.67,4020
468,Arkansas,2020-05-21,3017804.0,5458,110,3915.0,535.0,9.8,180.86,2.02,3289.68,3717
467,Arkansas,2020-05-22,3017804.0,5612,113,4029.0,584.0,10.41,185.96,2.01,3414.64,2593
466,Arkansas,2020-05-23,3017804.0,5775,115,4029.0,590.0,10.22,191.36,1.99,3414.64,1899
465,Arkansas,2020-05-24,3017804.0,5922,116,4148.0,598.0,10.1,196.24,1.96,3598.01,2093
472,Arkansas,2020-05-25,3017804.0,6029,117,4249.0,605.0,10.03,199.78,1.94,3698.78,1976
471,Arkansas,2020-05-26,3017804.0,6180,119,4332.0,617.0,9.98,204.78,1.93,3703.79,1985
470,Arkansas,2020-05-27,3017804.0,6277,120,4424.0,627.0,9.99,208.0,1.91,3830.47,3047
469,Arkansas,2020-05-28,3017804.0,6538,125,4583.0,640.0,9.79,216.65,1.91,3940.02,2060
476,Arkansas,2020-05-29,3017804.0,6777,132,4583.0,667.0,9.84,224.57,1.95,3968.71,3649
475,Arkansas,2020-05-30,3017804.0,7013,133,5166.0,702.0,10.01,232.39,1.9,4191.69,4343
474,Arkansas,2020-05-31,3017804.0,7253,133,5275.0,711.0,9.8,240.34,1.83,4291.7,4235
473,Arkansas,2020-06-01,3017804.0,7443,133,5401.0,711.0,9.55,246.64,1.79,4415.0,2591
480,Arkansas,2020-06-02,3017804.0,7818,136,5401.0,718.0,9.18,259.06,1.74,4415.0,5517
479,Arkansas,2020-06-03,3017804.0,8067,142,5717.0,731.0,9.06,267.31,1.76,4721.31,3886
478,Arkansas,2020-06-04,3017804.0,8425,151,5717.0,757.0,8.99,279.18,1.79,4721.31,4323
477,Arkansas,2020-06-05,3017804.0,8651,152,5919.0,792.0,9.16,286.67,1.76,4891.34,4529
483,Arkansas,2020-06-06,3017804.0,9101,154,6266.0,838.0,9.21,301.58,1.69,5194.41,4877
482,Arkansas,2020-06-07,3017804.0,9426,154,6424.0,844.0,8.95,312.35,1.63,5310.91,4155
481,Arkansas,2020-06-08,3017804.0,9740,155,6424.0,844.0,8.67,322.75,1.59,5321.32,4421
487,Arkansas,2020-06-09,3017804.0,10080,161,6875.0,865.0,8.58,334.02,1.6,5493.43,3512
486,Arkansas,2020-06-10,3017804.0,10368,165,7116.0,901.0,8.69,343.56,1.59,5839.25,5846
485,Arkansas,2020-06-11,3017804.0,10816,171,7351.0,925.0,8.55,358.41,1.58,5854.09,8301
484,Arkansas,2020-06-12,3017804.0,11547,176,7607.0,961.0,8.32,382.63,1.52,6001.78,6641
492,Arkansas,2020-06-13,3017804.0,12095,177,7607.0,979.0,8.09,400.79,1.46,6197.12,7578
491,Arkansas,2020-06-14,3017804.0,12501,179,8110.0,998.0,7.98,414.24,1.43,6527.56,5243
490,Arkansas,2020-06-15,3017804.0,12917,182,8352.0,1003.0,7.76,428.03,1.41,6764.46,6756
489,Arkansas,2020-06-16,3017804.0,13191,188,8352.0,1026.0,7.78,437.11,1.43,6811.77,5700
488,Arkansas,2020-06-17,3017804.0,13606,197,8996.0,1052.0,7.73,450.86,1.45,7313.23,8750
495,Arkansas,2020-06-18,3017804.0,13928,208,9376.0,1074.0,7.71,461.53,1.49,7569.54,7516
494,Arkansas,2020-06-19,3017804.0,14631,214,9712.0,1100.0,7.52,484.82,1.46,7779.56,6366
493,Arkansas,2020-06-20,3017804.0,15142,224,10082.0,1100.0,7.26,501.76,1.48,8026.83,6231
499,Arkansas,2020-06-21,3017804.0,15561,225,10082.0,1152.0,7.4,515.64,1.45,8026.83,7716
498,Arkansas,2020-06-22,3017804.0,16083,227,10793.0,1164.0,7.24,532.94,1.41,8494.22,6927
497,Arkansas,2020-06-23,3017804.0,16678,237,11220.0,1188.0,7.12,552.65,1.42,8764.39,8101
496,Arkansas,2020-06-24,3017804.0,17375,240,11568.0,1214.0,6.99,575.75,1.38,9008.74,7528
503,Arkansas,2020-06-25,3017804.0,18062,240,12127.0,1245.0,6.89,598.51,1.33,9191.45,7448
502,Arkansas,2020-06-26,3017804.0,18740,249,12127.0,1300.0,6.94,620.98,1.33,9191.45,7620
501,Arkansas,2020-06-27,3017804.0,19310,259,12784.0,1337.0,6.92,639.87,1.34,9409.66,6117
500,Arkansas,2020-06-28,3017804.0,19818,264,13270.0,1373.0,6.93,656.7,1.33,9650.13,5843
507,Arkansas,2020-06-29,3017804.0,20257,265,14066.0,1380.0,6.81,671.25,1.31,10025.04,8033
506,Arkansas,2020-06-30,3017804.0,20777,270,14531.0,1413.0,6.8,688.48,1.3,10312.23,9632
505,Arkansas,2020-07-01,3017804.0,21197,277,15163.0,1448.0,6.83,702.4,1.31,10433.35,8937
504,Arkansas,2020-07-02,3017804.0,22075,279,15698.0,1477.0,6.69,731.49,1.26,10735.85,8312
511,Arkansas,2020-07-03,3017804.0,22622,281,16164.0,1517.0,6.71,749.62,1.24,10976.09,5716
510,Arkansas,2020-07-04,3017804.0,23209,286,16726.0,1536.0,6.62,769.07,1.23,11229.79,3890
509,Arkansas,2020-07-05,3017804.0,23814,287,16726.0,1536.0,6.45,789.12,1.21,11229.79,4642
508,Arkansas,2020-07-06,3017804.0,24253,292,17834.0,1575.0,6.49,803.66,1.2,11431.09,4943
514,Arkansas,2020-07-07,3017804.0,24512,301,17834.0,1604.0,6.54,812.25,1.23,11619.54,7975
513,Arkansas,2020-07-08,3017804.0,25246,305,18725.0,1655.0,6.56,836.57,1.21,11706.26,6140
512,Arkansas,2020-07-09,3017804.0,26052,309,19992.0,1705.0,6.54,863.28,1.19,12083.65,9529
519,Arkansas,2020-07-10,3017804.0,26803,313,20642.0,1743.0,6.5,888.16,1.17,12108.54,7922
518,Arkansas,2020-07-11,3017804.0,27864,319,20642.0,1780.0,6.39,923.32,1.14,12248.94,5374
517,Arkansas,2020-07-12,3017804.0,28367,321,21591.0,1822.0,6.42,939.99,1.13,12671.53,4696
516,Arkansas,2020-07-13,3017804.0,28939,323,22106.0,1836.0,6.34,958.94,1.12,12690.49,6910
515,Arkansas,2020-07-14,3017804.0,29812,331,22844.0,1872.0,6.28,987.87,1.11,12933.21,6714
523,Arkansas,2020-07-15,3017804.0,30297,335,23523.0,1948.0,6.43,1003.94,1.11,13114.7,4615
522,Arkansas,2020-07-16,3017804.0,31114,341,24195.0,1994.0,6.41,1031.01,1.1,13286.52,11341
521,Arkansas,2020-07-17,3017804.0,31762,353,24776.0,2070.0,6.52,1052.49,1.11,13503.1,7920
520,Arkansas,2020-07-18,3017804.0,32533,357,24776.0,2135.0,6.56,1078.04,1.1,13685.61,6246
