,State,Date,population,confirmed,deaths,recovered,people_hospitalized,hospitalization_rate,incident_rate,mortality_rate,testing_rate,TestsReported
3600,Missouri,2020-06-04,6137428.0,14438,795,0.0,0.0,0.0,235.25,5.51,3562.75,500
3607,Missouri,2020-06-05,6137428.0,14572,805,0.0,0.0,0.0,237.43,5.52,3658.57,541
3606,Missouri,2020-06-06,6137428.0,14951,815,0.0,0.0,0.0,243.6,5.45,3748.56,178
3605,Missouri,2020-06-07,6137428.0,15023,815,0.0,0.0,0.0,244.78,5.43,3859.24,119
3604,Missouri,2020-06-08,6137428.0,15158,823,0.0,0.0,0.0,246.98,5.43,3934.24,477
3611,Missouri,2020-06-09,6137428.0,15352,845,0.0,0.0,0.0,250.14,5.5,4003.22,634
3610,Missouri,2020-06-10,6137428.0,15512,851,0.0,0.0,0.0,252.74,5.49,4099.91,648
3609,Missouri,2020-06-11,6137428.0,15699,862,0.0,0.0,0.0,255.79,5.49,4220.66,3345
3608,Missouri,2020-06-12,6137428.0,15997,881,0.0,0.0,0.0,260.65,5.51,4319.97,641
3615,Missouri,2020-06-13,6137428.0,16232,885,0.0,0.0,0.0,264.48,5.45,4395.91,451
3614,Missouri,2020-06-14,6137428.0,16262,885,0.0,0.0,0.0,264.96,5.44,4488.67,185
3613,Missouri,2020-06-15,6137428.0,16611,887,0.0,0.0,0.0,270.65,5.34,4561.21,457
3612,Missouri,2020-06-16,6137428.0,16857,891,0.0,0.0,0.0,274.66,5.29,4640.23,590
3619,Missouri,2020-06-17,6137428.0,17069,909,0.0,0.0,0.0,278.11,5.33,4643.67,435
3618,Missouri,2020-06-18,6137428.0,17371,945,0.0,0.0,0.0,283.03,5.44,4844.73,719
3617,Missouri,2020-06-19,6137428.0,17667,958,0.0,0.0,0.0,287.86,5.42,4990.43,588
3616,Missouri,2020-06-20,6137428.0,18056,965,0.0,0.0,0.0,294.19,5.34,5069.14,532
3623,Missouri,2020-06-21,6137428.0,18459,965,0.0,0.0,0.0,300.76,5.23,5135.0,267
3622,Missouri,2020-06-22,6137428.0,18592,970,0.0,0.0,0.0,302.93,5.22,5171.12,1993
3621,Missouri,2020-06-23,6137428.0,19005,976,0.0,0.0,0.0,309.66,5.14,5171.12,1495
3620,Missouri,2020-06-24,6137428.0,19123,985,0.0,0.0,0.0,311.58,5.15,5328.36,1207
3627,Missouri,2020-06-25,6137428.0,19637,987,0.0,0.0,0.0,319.95,5.03,5566.63,1741
3626,Missouri,2020-06-26,6137428.0,20216,997,0.0,0.0,0.0,329.39,4.93,5680.2,1542
3625,Missouri,2020-06-27,6137428.0,20572,1004,0.0,0.0,0.0,335.19,4.88,5788.91,1180
3624,Missouri,2020-06-28,6137428.0,20689,1004,0.0,0.0,0.0,337.1,4.85,5884.76,1192
3631,Missouri,2020-06-29,6137428.0,20825,1004,0.0,0.0,0.0,339.31,4.82,5986.32,2991
3630,Missouri,2020-06-30,6137428.0,21001,1005,0.0,0.0,0.0,342.18,4.79,6077.58,3526
3629,Missouri,2020-07-01,6137428.0,21035,1018,0.0,0.0,0.0,342.73,4.84,6350.22,10822
3628,Missouri,2020-07-02,6137428.0,22636,1044,0.0,0.0,0.0,368.82,4.61,6473.69,14734
3635,Missouri,2020-07-03,6137428.0,23160,1047,0.0,0.0,0.0,377.36,4.52,6598.19,13974
3634,Missouri,2020-07-04,6137428.0,23583,1050,0.0,0.0,0.0,384.25,4.45,6717.16,10437
3633,Missouri,2020-07-05,6137428.0,23816,1051,0.0,0.0,0.0,388.05,4.41,6835.26,7936
3632,Missouri,2020-07-06,6137428.0,24211,1051,0.0,0.0,0.0,394.48,4.34,6953.16,11515
3639,Missouri,2020-07-07,6137428.0,24918,1067,0.0,0.0,0.0,406.0,4.28,7093.33,17510
3638,Missouri,2020-07-08,6137428.0,25590,1069,0.0,0.0,0.0,416.95,4.18,7207.25,16504
3637,Missouri,2020-07-09,6137428.0,26410,1073,0.0,0.0,0.0,430.31,4.06,7410.68,17328
3636,Missouri,2020-07-10,6137428.0,27069,1084,0.0,0.0,0.0,441.05,4.0,7410.68,19119
3643,Missouri,2020-07-11,6137428.0,27606,1091,0.0,0.0,0.0,449.8,3.95,7732.07,15335
3642,Missouri,2020-07-12,6137428.0,27880,1092,0.0,0.0,0.0,454.26,3.92,7910.61,11854
3641,Missouri,2020-07-13,6137428.0,28289,1105,0.0,0.0,0.0,460.93,3.91,8077.93,16087
3640,Missouri,2020-07-14,6137428.0,29240,1114,0.0,0.0,0.0,476.42,3.81,8229.88,6452
3647,Missouri,2020-07-15,6137428.0,30057,1119,0.0,0.0,0.0,489.73,3.72,8439.15,8311
3646,Missouri,2020-07-16,6137428.0,30873,1121,0.0,0.0,0.0,503.03,3.63,8624.15,16027
3645,Missouri,2020-07-17,6137428.0,31738,1125,0.0,0.0,0.0,517.12,3.54,8764.19,17150
3644,Missouri,2020-07-18,6137428.0,32704,1136,0.0,0.0,0.0,532.86,3.47,8975.68,16625
3650,Missouri,2020-07-19,6137428.0,33521,1136,0.0,0.0,0.0,546.17,3.39,9109.34,10681
3649,Missouri,2020-07-20,6137428.0,34102,1138,0.0,0.0,0.0,555.64,3.34,9318.43,16034
3648,Missouri,2020-07-21,6137428.0,35194,1148,0.0,0.0,0.0,573.43,3.26,9455.43,20937
3654,Missouri,2020-07-22,6137428.0,36497,1159,0.0,0.0,0.0,594.66,3.18,9604.35,16208
3653,Missouri,2020-07-23,6137428.0,38060,1189,0.0,0.0,0.0,620.13,3.12,9829.59,17812
3652,Missouri,2020-07-24,6137428.0,39635,1195,0.0,0.0,0.0,645.79,3.02,9981.62,18129
3651,Missouri,2020-07-25,6137428.0,41034,1200,0.0,0.0,0.0,668.59,2.92,10097.41,17080
3658,Missouri,2020-07-26,6137428.0,42160,1209,0.0,0.0,0.0,686.93,2.87,10215.21,13120
3657,Missouri,2020-07-27,6137428.0,43489,1221,0.0,0.0,0.0,708.59,2.81,10458.84,12628
3656,Missouri,2020-07-28,6137428.0,45181,1232,0.0,0.0,0.0,736.16,2.73,10638.4,18179
3655,Missouri,2020-07-29,6137428.0,46942,1239,0.0,0.0,0.0,764.85,2.64,10768.34,16455
3662,Missouri,2020-07-30,6137428.0,49139,1255,0.0,0.0,0.0,800.64,2.55,11000.26,6435
3661,Missouri,2020-07-31,6137428.0,50616,1265,0.0,0.0,0.0,824.71,2.5,11189.92,9523
3660,Missouri,2020-08-01,6137428.0,51632,1276,0.0,0.0,0.0,841.26,2.47,11352.39,13692
3659,Missouri,2020-08-02,6137428.0,52184,1276,0.0,0.0,0.0,850.26,2.45,11445.63,12984
3666,Missouri,2020-08-03,6137428.0,53214,1279,0.0,0.0,0.0,867.04,2.4,11616.4,11443
3665,Missouri,2020-08-04,6137428.0,54422,1290,0.0,0.0,0.0,886.72,2.37,11756.11,16053
3664,Missouri,2020-08-05,6137428.0,55614,1297,0.0,0.0,0.0,906.15,2.33,11903.59,20535
3663,Missouri,2020-08-06,6137428.0,56773,1302,0.0,0.0,0.0,925.03,2.29,12094.82,19824
3670,Missouri,2020-08-07,6137428.0,57837,1324,0.0,0.0,0.0,942.37,2.29,12264.75,21540
3669,Missouri,2020-08-08,6137428.0,58021,1327,0.0,0.0,0.0,945.36,2.29,12264.75,19872
3668,Missouri,2020-08-09,6137428.0,59383,1334,0.0,0.0,0.0,967.56,2.25,12264.75,10647
3667,Missouri,2020-08-10,6137428.0,60359,1341,0.0,0.0,0.0,983.46,2.22,12544.64,16952
3674,Missouri,2020-08-11,6137428.0,61440,1346,0.0,0.0,0.0,1001.07,2.19,12826.55,20307
3673,Missouri,2020-08-12,6137428.0,62956,1354,0.0,0.0,0.0,1025.77,2.15,13011.66,21562
3672,Missouri,2020-08-13,6137428.0,64429,1356,0.0,0.0,0.0,1049.77,2.1,13219.82,19552
3671,Missouri,2020-08-14,6137428.0,65793,1365,0.0,0.0,0.0,1072.0,2.07,13439.98,8360
3678,Missouri,2020-08-15,6137428.0,67004,1378,0.0,0.0,0.0,1091.73,2.06,13612.23,10470
3677,Missouri,2020-08-16,6137428.0,68196,1383,0.0,0.0,0.0,1111.15,2.03,13778.05,13769
3676,Missouri,2020-08-17,6137428.0,69225,1415,0.0,0.0,0.0,1127.92,2.04,13989.85,13843
3675,Missouri,2020-08-18,6137428.0,70055,1425,0.0,0.0,0.0,1141.44,2.03,14134.28,18601
3682,Missouri,2020-08-19,6137428.0,71285,1434,0.0,0.0,0.0,1161.48,2.01,14253.45,23564
3681,Missouri,2020-08-20,6137428.0,72353,1442,0.0,0.0,0.0,1178.88,1.99,14433.96,20703
3680,Missouri,2020-08-21,6137428.0,73623,1445,0.0,0.0,0.0,1199.57,1.96,14600.68,21052
3679,Missouri,2020-08-22,6137428.0,74952,1451,0.0,0.0,0.0,1221.23,1.94,14740.6,19162
3685,Missouri,2020-08-23,6137428.0,75783,1453,0.0,0.0,0.0,1234.77,1.92,14905.8,11486
3684,Missouri,2020-08-24,6137428.0,76597,1453,0.0,0.0,0.0,1248.03,1.9,14985.3,11676
3683,Missouri,2020-08-25,6137428.0,77390,1470,0.0,0.0,0.0,1260.95,1.9,15056.44,20376
3689,Missouri,2020-08-26,6137428.0,78743,1481,0.0,0.0,0.0,1283.0,1.88,15187.8,21396
3688,Missouri,2020-08-27,6137428.0,80214,1488,0.0,0.0,0.0,1306.96,1.86,15365.12,19461
3695,Montana,2020-04-12,1068778.0,387,6,169.0,47.0,12.14,44.69,1.55,1029.23,432
3694,Montana,2020-04-13,1068778.0,394,7,171.0,47.0,11.93,45.5,1.78,1050.59,314
3693,Montana,2020-04-14,1068778.0,399,7,197.0,50.0,12.53,46.07,1.75,1066.3,730
3692,Montana,2020-04-15,1068778.0,404,7,209.0,51.0,12.62,46.65,1.73,1106.6,768
3699,Montana,2020-04-16,1068778.0,415,7,218.0,52.0,12.53,47.92,1.69,1147.36,637
3698,Montana,2020-04-17,1068778.0,422,8,233.0,54.0,12.8,48.73,1.9,1182.93,673
3697,Montana,2020-04-18,1068778.0,426,10,234.0,55.0,12.91,49.19,2.35,1220.46,655
3696,Montana,2020-04-19,1068778.0,433,10,243.0,55.0,12.7,50.0,2.31,1258.45,355
3702,Montana,2020-04-20,1068778.0,433,10,243.0,57.0,13.16,50.0,2.31,1276.12,400
3701,Montana,2020-04-21,1068778.0,437,12,273.0,59.0,13.5,50.46,2.75,1298.06,704
3700,Montana,2020-04-22,1068778.0,439,14,296.0,59.0,13.44,50.69,3.19,1337.55,671
3706,Montana,2020-04-23,1068778.0,442,14,306.0,59.0,13.35,51.04,3.17,1371.27,535
3705,Montana,2020-04-24,1068778.0,444,14,325.0,59.0,13.29,51.27,3.15,1400.37,802
3704,Montana,2020-04-25,1068778.0,445,14,339.0,61.0,13.71,51.39,3.15,1443.09,760
3703,Montana,2020-04-26,1068778.0,448,14,339.0,61.0,13.62,51.73,3.13,1485.24,367
3710,Montana,2020-04-27,1068778.0,449,14,352.0,61.0,13.59,51.85,3.12,1504.99,348
3709,Montana,2020-04-28,1068778.0,451,15,356.0,61.0,13.53,52.08,3.33,1523.23,555
3708,Montana,2020-04-29,1068778.0,451,16,382.0,61.0,13.53,52.08,3.55,1562.15,957
3707,Montana,2020-04-30,1068778.0,453,16,392.0,61.0,13.47,52.31,3.53,1606.72,666
3714,Montana,2020-05-01,1068778.0,453,16,397.0,61.0,13.47,52.31,3.53,1640.09,989
3713,Montana,2020-05-02,1068778.0,455,16,404.0,61.0,13.41,52.54,3.52,1689.98,824
3712,Montana,2020-05-03,1068778.0,455,16,404.0,61.0,13.41,52.54,3.52,1732.94,275
3711,Montana,2020-05-04,1068778.0,457,16,404.0,62.0,13.57,52.77,3.5,1742.29,549
3718,Montana,2020-05-05,1068778.0,456,16,410.0,62.0,13.6,52.66,3.51,1763.54,1073
3717,Montana,2020-05-06,1068778.0,456,16,417.0,62.0,13.6,52.66,3.51,2275.32,939
3716,Montana,2020-05-07,1068778.0,456,16,417.0,62.0,13.6,52.66,3.51,2338.03,921
3715,Montana,2020-05-08,1068778.0,458,16,420.0,62.0,13.54,52.89,3.49,2418.63,923
3722,Montana,2020-05-09,1068778.0,458,16,422.0,62.0,13.54,52.89,3.49,2462.97,980
3721,Montana,2020-05-10,1068778.0,458,16,422.0,62.0,13.54,52.89,3.49,2506.27,561
3720,Montana,2020-05-11,1068778.0,459,16,423.0,62.0,13.51,53.0,3.49,2606.51,804
3719,Montana,2020-05-12,1068778.0,461,16,425.0,63.0,13.67,53.23,3.47,2659.97,1148
3726,Montana,2020-05-13,1068778.0,462,16,430.0,63.0,13.64,53.35,3.46,2754.31,950
3725,Montana,2020-05-14,1068778.0,462,16,431.0,63.0,13.64,43.23,3.46,2296.92,1246
3724,Montana,2020-05-15,1068778.0,466,16,431.0,63.0,13.52,43.6,3.43,2378.23,1469
3723,Montana,2020-05-16,1068778.0,468,16,431.0,63.0,13.46,43.79,3.42,2441.2,1525
3730,Montana,2020-05-17,1068778.0,468,16,431.0,63.0,13.46,43.79,3.42,2515.49,999
3729,Montana,2020-05-18,1068778.0,470,16,434.0,64.0,13.62,43.98,3.4,2635.44,1270
3728,Montana,2020-05-19,1068778.0,471,16,437.0,65.0,13.8,44.07,3.4,2708.7,1217
3727,Montana,2020-05-20,1068778.0,478,16,440.0,65.0,13.6,44.72,3.35,2781.31,1338
3734,Montana,2020-05-21,1068778.0,479,16,440.0,65.0,13.57,44.82,3.34,2855.97,1520
3733,Montana,2020-05-22,1068778.0,479,16,441.0,65.0,13.57,44.82,3.34,2980.69,1658
3732,Montana,2020-05-23,1068778.0,479,16,441.0,65.0,13.57,44.82,3.34,3055.08,934
3731,Montana,2020-05-24,1068778.0,479,16,441.0,65.0,13.57,44.82,3.34,3123.29,972
3738,Montana,2020-05-25,1068778.0,479,16,441.0,65.0,13.57,44.82,3.34,3151.45,1107
3737,Montana,2020-05-26,1068778.0,479,17,441.0,65.0,13.57,44.82,3.55,3165.67,943
3736,Montana,2020-05-27,1068778.0,481,17,444.0,66.0,13.72,45.0,3.53,3334.93,1393
3735,Montana,2020-05-28,1068778.0,485,17,445.0,66.0,13.61,45.38,3.51,3442.53,1450
3741,Montana,2020-05-29,1068778.0,493,17,448.0,67.0,13.59,46.13,3.45,3604.96,1654
3740,Montana,2020-05-30,1068778.0,505,17,448.0,67.0,13.27,47.25,3.37,3675.6,1026
3739,Montana,2020-05-31,1068778.0,515,17,456.0,67.0,13.01,48.19,3.3,3723.69,1213
3745,Montana,2020-06-01,1068778.0,519,17,461.0,67.0,12.91,48.56,3.28,3804.06,1061
3744,Montana,2020-06-02,1068778.0,523,17,462.0,67.0,12.81,48.93,3.25,3949.56,1893
3743,Montana,2020-06-03,1068778.0,525,17,464.0,68.0,12.95,49.12,3.24,4065.2,2422
3742,Montana,2020-06-04,1068778.0,539,17,467.0,68.0,12.62,50.43,3.15,4176.92,2970
3749,Montana,2020-06-05,1068778.0,541,18,470.0,68.0,12.57,50.62,3.33,4293.5,1549
3748,Montana,2020-06-06,1068778.0,540,18,472.0,68.0,12.59,50.52,3.33,4374.53,1051
3747,Montana,2020-06-07,1068778.0,545,18,475.0,69.0,12.66,50.99,3.3,4432.91,1209
3746,Montana,2020-06-08,1068778.0,548,18,475.0,69.0,12.59,51.27,3.28,4827.2,1345
3753,Montana,2020-06-09,1068778.0,554,18,485.0,72.0,13.0,51.83,3.25,4976.15,1271
3752,Montana,2020-06-10,1068778.0,561,18,487.0,74.0,13.19,52.49,3.21,5110.14,1102
3751,Montana,2020-06-11,1068778.0,563,18,487.0,74.0,13.14,52.68,3.2,5218.76,1476
3750,Montana,2020-06-12,1068778.0,573,18,489.0,77.0,13.44,53.61,3.14,5335.25,1543
3757,Montana,2020-06-13,1068778.0,588,18,510.0,77.0,13.1,55.02,3.06,5427.13,1584
3756,Montana,2020-06-14,1068778.0,601,19,510.0,77.0,12.81,56.23,3.16,5511.62,2852
3755,Montana,2020-06-15,1068778.0,609,19,510.0,78.0,12.81,56.98,3.12,5701.56,1465
3754,Montana,2020-06-16,1068778.0,614,19,535.0,79.0,12.87,57.45,3.09,5948.57,1273
3761,Montana,2020-06-17,1068778.0,630,20,538.0,78.0,12.38,58.95,3.17,6129.9,1344
3760,Montana,2020-06-18,1068778.0,655,20,545.0,81.0,12.37,61.28,3.05,6256.68,1938
3759,Montana,2020-06-19,1068778.0,666,20,546.0,82.0,12.31,62.31,3.0,6401.89,2131
3758,Montana,2020-06-20,1068778.0,698,20,548.0,85.0,12.18,65.31,2.87,6505.56,1267
3765,Montana,2020-06-21,1068778.0,717,20,548.0,89.0,12.41,67.09,2.79,6582.94,1175
3764,Montana,2020-06-22,1068778.0,734,21,548.0,90.0,12.26,68.68,2.86,6671.64,1709
3763,Montana,2020-06-23,1068778.0,743,21,566.0,91.0,12.25,69.52,2.83,6916.59,1642
3762,Montana,2020-06-24,1068778.0,766,21,571.0,93.0,12.14,71.67,2.74,7023.54,2257
3769,Montana,2020-06-25,1068778.0,803,21,572.0,93.0,11.58,75.13,2.62,7329.12,2807
3768,Montana,2020-06-26,1068778.0,829,22,589.0,95.0,11.46,77.57,2.65,7500.25,3637
3767,Montana,2020-06-27,1068778.0,852,22,604.0,95.0,11.15,79.72,2.58,7601.86,2851
3766,Montana,2020-06-28,1068778.0,863,22,604.0,97.0,11.24,80.75,2.55,7716.66,1863
3773,Montana,2020-06-29,1068778.0,919,22,609.0,100.0,10.88,85.99,2.39,8303.22,1860
3772,Montana,2020-06-30,1068778.0,967,22,642.0,101.0,10.44,90.48,2.28,8501.39,1696
3771,Montana,2020-07-01,1068778.0,1016,22,658.0,105.0,10.33,95.06,2.17,8732.4,2176
3770,Montana,2020-07-02,1068778.0,1083,22,672.0,106.0,9.79,101.33,2.03,8902.6,2047
3777,Montana,2020-07-03,1068778.0,1128,23,678.0,109.0,9.66,105.54,2.04,9122.85,2644
3776,Montana,2020-07-04,1068778.0,1167,23,678.0,112.0,9.6,109.19,1.97,9258.24,2211
3775,Montana,2020-07-05,1068778.0,1212,23,678.0,112.0,9.24,113.4,1.9,9366.4,2305
3774,Montana,2020-07-06,1068778.0,1249,23,678.0,112.0,8.97,116.86,1.84,9630.25,1593
3781,Montana,2020-07-07,1068778.0,1327,23,716.0,117.0,8.82,124.16,1.73,9854.9,2402
3780,Montana,2020-07-08,1068778.0,1371,23,759.0,117.0,8.53,128.28,1.68,9957.26,1463
3779,Montana,2020-07-09,1068778.0,1466,25,796.0,120.0,8.19,137.17,1.71,10176.58,2416
3778,Montana,2020-07-10,1068778.0,1593,28,855.0,123.0,7.72,149.05,1.76,10495.91,1925
3784,Montana,2020-07-11,1068778.0,1677,29,864.0,127.0,7.57,156.91,1.73,10606.41,2590
3783,Montana,2020-07-12,1068778.0,1758,29,865.0,128.0,7.28,164.49,1.65,10728.23,2455
3782,Montana,2020-07-13,1068778.0,1843,32,875.0,133.0,7.22,172.44,1.74,11105.67,2339
3788,Montana,2020-07-14,1068778.0,1952,34,884.0,136.0,6.97,182.64,1.74,11358.39,1258
3787,Montana,2020-07-15,1068778.0,2096,34,915.0,145.0,6.92,196.11,1.62,11579.39,1188
3786,Montana,2020-07-16,1068778.0,2231,35,970.0,150.0,6.72,208.74,1.57,11961.32,3448
3785,Montana,2020-07-17,1068778.0,2366,37,992.0,159.0,6.72,221.37,1.56,12201.22,3243
3792,Montana,2020-07-18,1068778.0,2471,37,1075.0,164.0,6.64,231.2,1.5,12339.23,2402
3791,Montana,2020-07-19,1068778.0,2533,37,1075.0,165.0,6.51,237.0,1.46,12459.0,2678
3790,Montana,2020-07-20,1068778.0,2620,39,1334.0,167.0,6.37,245.14,1.49,13009.44,912
3789,Montana,2020-07-21,1068778.0,2711,40,1493.0,174.0,6.42,253.65,1.48,13192.82,622
3796,Montana,2020-07-22,1068778.0,2812,42,1543.0,179.0,6.37,263.1,1.49,13428.23,3865
3795,Montana,2020-07-23,1068778.0,2909,43,1587.0,183.0,6.29,272.18,1.48,13680.86,2895
3794,Montana,2020-07-24,1068778.0,3038,46,1815.0,191.0,6.29,284.25,1.51,13959.87,4458
3793,Montana,2020-07-25,1068778.0,3259,46,1977.0,195.0,5.98,304.93,1.41,14129.69,3256
3800,Montana,2020-07-26,1068778.0,3341,46,2079.0,199.0,5.96,312.6,1.38,14251.32,2782
3799,Montana,2020-07-27,1068778.0,3380,47,2090.0,201.0,5.95,316.25,1.39,14844.52,2614
3798,Montana,2020-07-28,1068778.0,3474,51,2104.0,205.0,5.9,325.04,1.47,15102.11,4694
3797,Montana,2020-07-29,1068778.0,3676,54,2212.0,211.0,5.74,343.94,1.47,15471.41,3525
3804,Montana,2020-07-30,1068778.0,3814,55,2240.0,221.0,5.79,356.86,1.44,15776.52,2905
3803,Montana,2020-07-31,1068778.0,3965,60,2331.0,230.0,5.8,370.98,1.51,15903.21,3553
3802,Montana,2020-08-01,1068778.0,4081,61,2456.0,230.0,5.64,381.84,1.49,16051.32,2317
3801,Montana,2020-08-02,1068778.0,4193,61,2466.0,233.0,5.56,392.32,1.45,16307.88,2012
3808,Montana,2020-08-03,1068778.0,4233,64,2653.0,236.0,5.58,396.06,1.51,16795.63,850
3807,Montana,2020-08-04,1068778.0,4314,64,2766.0,238.0,5.52,403.64,1.48,16957.31,2068
3806,Montana,2020-08-05,1068778.0,4429,65,2820.0,248.0,5.6,414.4,1.47,17133.96,2312
3805,Montana,2020-08-06,1068778.0,4602,65,2964.0,259.0,5.63,430.59,1.41,17385.74,2602
3812,Montana,2020-08-07,1068778.0,4757,70,3122.0,264.0,5.55,445.09,1.47,17567.35,2374
3811,Montana,2020-08-08,1068778.0,4889,75,3255.0,268.0,5.48,457.44,1.53,17669.34,2121
3810,Montana,2020-08-09,1068778.0,4952,75,3275.0,272.0,5.49,463.33,1.51,17772.26,1047
3809,Montana,2020-08-10,1068778.0,5017,75,3413.0,273.0,5.44,469.41,1.49,18095.9,1043
3816,Montana,2020-08-11,1068778.0,5104,77,3542.0,276.0,5.41,477.55,1.51,18190.12,1798
3815,Montana,2020-08-12,1068778.0,5268,80,3598.0,301.0,5.71,492.9,1.52,18342.07,2121
3814,Montana,2020-08-13,1068778.0,5407,81,3937.0,315.0,5.83,505.9,1.5,18508.99,2271
3813,Montana,2020-08-14,1068778.0,5541,81,4011.0,319.0,5.76,518.44,1.46,18699.95,2105
3820,Montana,2020-08-15,1068778.0,5659,82,4123.0,324.0,5.73,529.48,1.45,18800.54,1612
3819,Montana,2020-08-16,1068778.0,5750,82,4145.0,326.0,5.67,538.0,1.43,18892.98,190
3818,Montana,2020-08-17,1068778.0,5792,82,4162.0,330.0,5.7,541.93,1.42,19155.05,795
3817,Montana,2020-08-18,1068778.0,5846,84,4206.0,339.0,5.8,546.98,1.44,19228.69,1788
3824,Montana,2020-08-19,1068778.0,5956,84,4357.0,348.0,5.84,557.27,1.41,19324.22,1856
3823,Montana,2020-08-20,1068778.0,6072,89,4434.0,357.0,5.88,568.13,1.47,19420.31,2148
3822,Montana,2020-08-21,1068778.0,6216,89,4798.0,363.0,5.84,581.6,1.43,19520.14,2343
3821,Montana,2020-08-22,1068778.0,6376,90,4815.0,378.0,5.93,596.57,1.41,19622.04,2211
3827,Montana,2020-08-23,1068778.0,6429,90,4816.0,379.0,5.9,601.53,1.4,19718.69,1224
3826,Montana,2020-08-24,1068778.0,6489,91,4842.0,383.0,5.9,607.14,1.4,21863.57,973
3825,Montana,2020-08-25,1068778.0,6624,97,4891.0,394.0,5.95,619.77,1.46,22128.73,1734
3831,Montana,2020-08-26,1068778.0,6785,98,4983.0,402.0,5.92,634.84,1.44,22292.75,2310
3830,Montana,2020-08-27,1068778.0,6929,98,5024.0,412.0,5.95,648.31,1.41,22517.21,2747
3837,Nebraska,2020-04-12,1934408.0,791,17,0.0,0.0,0.0,51.86,2.15,700.92,693
3836,Nebraska,2020-04-13,1934408.0,814,17,0.0,0.0,0.0,53.37,2.09,719.35,520
3835,Nebraska,2020-04-14,1934408.0,897,20,0.0,0.0,0.0,58.81,2.23,744.59,1152
3834,Nebraska,2020-04-15,1934408.0,901,20,0.0,0.0,0.0,59.07,2.22,768.98,1843
3841,Nebraska,2020-04-16,1934408.0,952,21,0.0,0.0,0.0,62.42,2.21,806.02,1724
3840,Nebraska,2020-04-17,1934408.0,1066,24,0.0,0.0,0.0,69.89,2.25,859.13,1422
3839,Nebraska,2020-04-18,1934408.0,1249,24,0.0,0.0,0.0,81.89,1.92,896.69,1445
3838,Nebraska,2020-04-19,1934408.0,1474,28,0.0,0.0,0.0,96.64,1.9,955.57,1720
3844,Nebraska,2020-04-20,1934408.0,1648,33,0.0,0.0,0.0,108.05,2.0,1028.01,1353
3843,Nebraska,2020-04-21,1934408.0,1685,33,0.0,0.0,0.0,110.47,1.96,1073.38,1142
3842,Nebraska,2020-04-22,1934408.0,1813,38,0.0,0.0,0.0,118.86,2.1,1093.51,2022
3848,Nebraska,2020-04-23,1934408.0,2202,47,0.0,0.0,0.0,144.37,2.13,1138.16,1953
3847,Nebraska,2020-04-24,1934408.0,2424,50,0.0,0.0,0.0,158.92,2.06,1309.47,2855
3846,Nebraska,2020-04-25,1934408.0,2719,50,0.0,0.0,0.0,178.26,1.84,1309.47,1935
3845,Nebraska,2020-04-26,1934408.0,3028,56,0.0,0.0,0.0,198.52,1.85,1391.75,2131
3852,Nebraska,2020-04-27,1934408.0,3358,56,0.0,0.0,0.0,220.16,1.67,1466.16,1240
3851,Nebraska,2020-04-28,1934408.0,3517,56,0.0,0.0,0.0,230.58,1.59,1547.59,1877
3850,Nebraska,2020-04-29,1934408.0,3851,56,0.0,0.0,0.0,252.48,1.45,1549.3,2483
3849,Nebraska,2020-04-30,1934408.0,4281,70,0.0,0.0,0.0,280.67,1.64,1660.1,2890
3856,Nebraska,2020-05-01,1934408.0,5008,73,0.0,0.0,0.0,328.33,1.46,1795.42,2903
3855,Nebraska,2020-05-02,1934408.0,5317,73,0.0,0.0,0.0,348.59,1.37,1924.12,2490
3854,Nebraska,2020-05-03,1934408.0,5661,78,0.0,0.0,0.0,371.15,1.38,2049.6,2198
3853,Nebraska,2020-05-04,1934408.0,6037,78,0.0,0.0,0.0,395.8,1.29,2212.98,2451
3860,Nebraska,2020-05-05,1934408.0,6373,78,0.0,0.0,0.0,417.83,1.22,2269.04,3014
3859,Nebraska,2020-05-06,1934408.0,6689,78,0.0,0.0,0.0,438.54,1.17,2368.63,3748
3858,Nebraska,2020-05-07,1934408.0,7334,91,0.0,0.0,0.0,480.83,1.24,2475.49,4817
3857,Nebraska,2020-05-08,1934408.0,7818,90,0.0,0.0,0.0,512.56,1.15,2649.49,5387
3864,Nebraska,2020-05-09,1934408.0,8093,90,0.0,0.0,0.0,530.59,1.11,2817.6,3045
3863,Nebraska,2020-05-10,1934408.0,8171,90,0.0,0.0,0.0,535.71,1.1,2987.6,1202
3862,Nebraska,2020-05-11,1934408.0,8407,98,0.0,0.0,0.0,551.18,1.17,3031.52,2738
3861,Nebraska,2020-05-12,1934408.0,8532,100,0.0,0.0,0.0,559.38,1.17,3143.24,4767
3868,Nebraska,2020-05-13,1934408.0,8912,103,0.0,0.0,0.0,584.29,1.16,3260.07,3447
3867,Nebraska,2020-05-14,1934408.0,9260,103,0.0,0.0,0.0,478.7,1.11,2757.48,5879
3866,Nebraska,2020-05-15,1934408.0,9610,113,0.0,0.0,0.0,496.79,1.18,2957.75,5914
3865,Nebraska,2020-05-16,1934408.0,10220,123,0.0,0.0,0.0,528.33,1.2,3100.59,5716
3872,Nebraska,2020-05-17,1934408.0,10177,123,0.0,0.0,0.0,526.1,1.21,3393.29,2377
3871,Nebraska,2020-05-18,1934408.0,10625,123,0.0,0.0,0.0,549.26,1.16,3489.49,4215
